Spouse_A_First_Name,Spouse_B_First_Name,counts
Bonita,William,7
Bonita,Ronald,6
Bonita,Peter,6
Bonita,Joseph,6
Bonnie,Michael,106
Bonnie,James,106
Bonnie,Robert,91
Bonnie,John,81
Bonnie,David,75
Bonnie,Richard,58
Bonnie,Thomas,58
Bonnie,William,55
Bonnie,Steven,55
Bonnie,Donald,43
Bonnie,Kenneth,37
Bonnie,Paul,33
Bonnie,Dennis,31
Bonnie,Mark,30
Bonnie,Stephen,28
Bonny,David,7
Bonny,James,6
Boris,Wendy,6
Boris,Oksana,6
Boyd,Karen,7
Brad,Lisa,12
Brad,Mary,12
Brad,Deborah,10
Brad,Angela,10
Brad,Jennifer,10
Brad,Michelle,9
Brad,Teresa,9
Brad,Susan,9
Brad,Laura,9
Brad,Erin,7
Brad,Lori,7
Brad,Kristy,6
Brad,Kari,6
Brad,Karen,6
Brad,Anne,6
Bradford,Deborah,8
Bradford,Gretchen,7
Bradford,Cynthia,6
Bradford,Mary,6
Bradford,Heather,6
Bradford,Teresa,6
Bradley,Jennifer,67
Bradley,Michelle,36
Bradley,Julie,34
Bradley,Mary,32
Bradley,Patricia,32
Bradley,Elizabeth,32
Bradley,Laura,31
Bradley,Susan,31
Bradley,Kimberly,28
Bradley,Lisa,28
Bradley,Nancy,27
Bradley,Sandra,26
Bradley,Cynthia,26
Bradley,Amy,25
Bradley,Debra,25
Brandi,Michael,17
Brandi,Robert,12
Brandi,Matthew,11
Brandi,Richard,10
Brandi,Andrew,10
Brandi,Christopher,10
Brandi,David,10
Brandi,Jeffrey,10
Brandi,John,10
Brandi,Mark,9
Brandi,Daniel,8
Brandi,Charles,8
Brandi,Thomas,8
Brandi,Jason,8
Brandi,Ryan,8
Brandon,Jennifer,58
Brandon,Jessica,40
Brandon,Amanda,36
Brandon,Amy,27
Brandon,Andrea,22
Brandon,Heather,21
Brandon,Laura,21
Brandon,Melissa,21
Brandon,Sarah,20
Brandon,Rebecca,20
Brandon,Megan,19
Brandon,Christina,19
Brandon,Christine,19
Brandon,Nicole,18
Brandon,Katherine,18
Brandy,Christopher,19
Brandy,John,15
Brandy,Michael,13
Brandy,Andrew,12
Brandy,James,12
Brandy,Jason,10
Brandy,Brian,9
Brandy,Richard,9
Brandy,Anthony,8
Brandy,Steven,8
Brandy,Kenneth,8
Brandy,Justin,7
Brandy,David,7
Brandy,Robert,6
Brandy,Paul,6
Breanna,Ryan,6
Brenda,Michael,151
Brenda,Robert,128
Brenda,David,115
Brenda,James,104
Brenda,John,96
Brenda,Richard,73
Brenda,William,65
Brenda,Christopher,64
Brenda,Mark,57
Brenda,Steven,52
Brenda,Daniel,51
Brenda,Donald,50
Brenda,Thomas,49
Brenda,Kenneth,49
Brenda,Jeffrey,46
Brendan,Amy,9
Brendan,Sarah,8
Brendan,Jennifer,7
Brendan,Michelle,7
Brendan,Melissa,6
Brendan,Jessica,6
Brendan,Deanna,6
Brenna,Matthew,12
Brenna,Christopher,6
Brent,Jennifer,49
Brent,Amy,27
Brent,Lisa,23
Brent,Jessica,22
Brent,Susan,22
Brent,Kimberly,21
Brent,Kathleen,21
Brent,Emily,20
Brent,Michelle,20
Brent,Karen,19
Brent,Mary,17
Brent,Laura,17
Brent,Linda,16
Brent,Angela,16
Brent,Stephanie,14
Bret,Jennifer,12
Bret,Angela,9
Bret,Colleen,8
Bret,Michelle,8
Bret,Melissa,8
Bret,Karen,8
Bret,Sara,7
Bret,Denise,7
Bret,Amy,6
Bret,Lori,6
Brett,Jennifer,46
Brett,Mary,24
Brett,Lisa,23
Brett,Susan,22
Brett,Julie,22
Brett,Heather,20
Brett,Michelle,18
Brett,Angela,17
Brett,Elizabeth,16
Brett,Catherine,15
Brett,Linda,14
Brett,Sarah,14
Brett,Heidi,13
Brett,Melissa,13
Brett,Leslie,13
Brian,Jennifer,261
Brian,Susan,210
Brian,Mary,153
Brian,Michelle,127
Brian,Amy,126
Brian,Lisa,125
Brian,Karen,121
Brian,Elizabeth,118
Brian,Julie,113
Brian,Kimberly,102
Brian,Linda,97
Brian,Laura,96
Brian,Sarah,92
Brian,Christine,90
Brian,Heather,89
Briana,Joshua,10
Briana,John,8
Briana,Michael,6
Briana,Jeffrey,6
Briana,Daniel,6
Brianna,Michael,13
Brianna,Ryan,13
Brianna,Matthew,12
Brianna,Christopher,12
Brianna,Brian,10
Brianna,Joshua,8
Brianna,James,8
Brianna,Kevin,7
Brianna,Robert,7
Brianna,Justin,6
Brianna,Jonathan,6
Brianna,John,6
Brianna,Eric,6
Brianna,Daniel,6
Brianna,Anthony,6
Brianne,Michael,8
Brianne,Timothy,6
Brianne,Jonathan,6
Bridget,Robert,21
Bridget,David,21
Bridget,John,19
Bridget,Steven,18
Bridget,Jeffrey,18
Bridget,Brian,17
Bridget,Christopher,17
Bridget,Michael,16
Bridget,Mark,14
Bridget,Daniel,13
Bridget,Charles,12
Bridget,Matthew,10
Bridget,Kevin,10
Bridget,Kenneth,10
Bridget,Sean,9
Bridgett,William,6
Bridgette,David,7
Brigitte,Jeffrey,9
Brigitte,Robert,8
Brigitte,Brian,7
Brigitte,David,6
Britt,John,6
Brittany,Daniel,16
Brittany,David,16
Brittany,Jason,16
Brittany,Christopher,16
Brittany,John,15
Brittany,Scott,15
Brittany,Andrew,13
Brittany,Jesse,12
Brittany,Benjamin,12
Brittany,Matthew,12
Brittany,Nicholas,12
Brittany,Thomas,12
Brittany,Michael,11
Brittany,Brandon,11
Brittany,Travis,10
Brittney,Tyler,6
Brittney,David,6
Brock,Katie,6
Brock,Amy,6
Brook,Peter,6
Brooke,Michael,27
Brooke,James,21
Brooke,Christopher,20
Brooke,Joshua,18
Brooke,Robert,14
Brooke,Mark,14
Brooke,Brian,14
Brooke,Andrew,13
Brooke,Scott,12
Brooke,Joseph,12
Brooke,Matthew,12
Brooke,John,11
Brooke,Kevin,11
Brooke,Ryan,10
Brooke,Sean,9
Brooks,Barbara,6
Bruce,Linda,89
Bruce,Mary,88
Bruce,Karen,79
Bruce,Susan,79
Bruce,Patricia,69
Bruce,Barbara,67
Bruce,Nancy,67
Bruce,Sandra,62
Bruce,Deborah,61
Bruce,Carol,60
Bruce,Lisa,54
Bruce,Cynthia,53
Bruce,Kathleen,53
Bruce,Jennifer,47
Bruce,Sharon,46
Bryan,Jennifer,61
Bryan,Lisa,47
Bryan,Sarah,39
Bryan,Michelle,31
Bryan,Karen,30
Bryan,Stephanie,28
Bryan,Rebecca,28
Bryan,Elizabeth,26
Bryan,Jessica,26
Bryan,Mary,25
Bryan,Amy,25
Bryan,Laura,24
Bryan,Patricia,24
Bryan,Heather,23
Bryan,Susan,22
Bryce,Jennifer,12
Bryce,Lisa,10
Bryce,Amanda,8
Bryce,Stephanie,6
Bryce,Melissa,6
Bryce,Mary,6
Bryce,Christina,6
Bryce,Amy,6
Brynn,Michael,6
Byron,Barbara,14
Byron,Cynthia,11
Byron,Jennifer,10
Byron,Debra,8
Byron,Carol,8
Byron,Teresa,8
Byron,Patricia,8
Byron,Lisa,7
Byron,Laura,7
Byron,Karen,7
Byron,Judith,7
Byron,Elizabeth,7
Byron,Diane,7
Byron,Linda,6
Byron,Heidi,6
Caitlin,David,20
Caitlin,Jason,13
Caitlin,Christopher,13
Caitlin,Robert,13
Caitlin,Matthew,12
Caitlin,John,12
Caitlin,Daniel,10
Caitlin,Kyle,10
Caitlin,Michael,8
Caitlin,Timothy,8
Caitlin,William,8
Caitlin,Joshua,6
Caitlin,Joseph,6
Caitlin,Jonathan,6
Caitlin,Anthony,6
Caleb,Ashley,8
Caleb,Jennifer,8
Caleb,Jessica,8
Caleb,Stephanie,8
Caleb,Nicole,8
Caleb,Kimberly,6
Caleb,Danielle,6
Caleb,Lisa,6
Callie,Scott,6
Calvin,Patricia,22
Calvin,Linda,14
Calvin,Mary,14
Calvin,Deborah,12
Calvin,Susan,12
Calvin,Ruth,11
Calvin,Sandra,9
Calvin,Donna,8
Calvin,Cynthia,8
Calvin,Lisa,8
Calvin,Judith,8
Calvin,Shirley,7
Calvin,Margaret,7
Calvin,Michelle,7
Calvin,Pamela,7
Cam,Hung,7
Cameron,Jennifer,20
Cameron,Sarah,14
Cameron,Michelle,10
Cameron,Kristin,8
Cameron,Sara,8
Cameron,Michele,8
Cameron,Julie,8
Cameron,Elizabeth,7
Cameron,Steven,7
Cameron,Amy,7
Cameron,Rebecca,6
Cameron,Shannon,6
Cameron,Rachel,6
Cameron,Nicole,6
Cameron,Mary,6
Camilla,James,9
Camilla,Richard,6
Camille,Michael,26
Camille,James,18
Camille,John,15
Camille,Robert,12
Camille,Christopher,11
Camille,David,10
Camille,William,10
Camille,Andrew,9
Camille,Daniel,9
Camille,Scott,8
Camille,Eric,7
Camille,Matthew,6
Camille,Richard,6
Camille,Sean,6
Camille,Stephen,6
Candace,Michael,37
Candace,David,29
Candace,Robert,29
Candace,William,26
Candace,John,25
Candace,James,25
Candace,Kenneth,23
Candace,Thomas,20
Candace,Richard,20
Candace,Steven,18
Candace,Charles,15
Candace,Douglas,14
Candace,Jeffrey,14
Candace,Craig,13
Candace,Paul,12
Candice,David,25
Candice,Robert,21
Candice,Michael,21
Candice,James,14
Candice,Scott,13
Candice,Richard,13
Candice,John,12
Candice,Joseph,12
Candice,Christopher,12
Candice,Jason,10
Candice,Kenneth,9
Candice,Mark,9
Candice,Steven,9
Candice,Daniel,9
Candice,Brian,9
Candy,Robert,14
Candy,John,11
Candy,Michael,8
Candy,Kenneth,8
Candy,David,8
Candy,James,7
Candy,Joseph,6
Candyce,Michael,6
Candyce,Thomas,6
Cara,Brian,15
Cara,Michael,15
Cara,Jeffrey,13
Cara,David,12
Cara,Justin,10
Cara,Christopher,10
Cara,Scott,10
Cara,Peter,8
Cara,Patrick,8
Cara,Mark,8
Cara,John,8
Cara,Eric,8
Cara,Andrew,7
Cara,Thomas,7
Cara,Kenneth,6
Caren,James,11
Caren,Thomas,9
Caren,David,8
Caren,Michael,7
Caren,Richard,6
Carey,David,16
Carey,Michael,11
Carey,William,6
Carey,John,6
Carey,Matthew,6
Carey,Thomas,6
Cari,Mark,9
Cari,David,6
Cari,James,6
Cari,Jeffrey,6
Cari,Michael,6
Cari,Paul,6
Cari,Scott,6
Carin,David,10
Carin,Jeffrey,6
Carissa,Jacob,6
Carl,Mary,60
Carl,Linda,53
Carl,Patricia,41
Carl,Jennifer,35
Carl,Susan,35
Carl,Karen,31
Carl,Lisa,29
Carl,Pamela,28
Carl,Nancy,26
Carl,Kathleen,25
Carl,Stephanie,22
Carl,Debra,22
Carl,Laura,22
Carl,Deborah,22
Carl,Carolyn,22
Carla,David,60
Carla,Michael,49
Carla,John,43
Carla,Robert,37
Carla,James,35
Carla,Thomas,29
Carla,Richard,28
Carla,Stephen,26
Carla,Mark,25
Carla,Charles,25
Carla,William,25
Carla,Eric,22
Carla,Joseph,19
Carla,Steven,19
Carla,Daniel,19
Carlene,James,8
Carlene,David,7
Carlos,Maria,74
Carlos,Patricia,17
Carlos,Julie,16
Carlos,Jennifer,16
Carlos,Nancy,13
Carlos,Mary,11
Carlos,Michelle,11
Carlos,Brenda,11
Carlos,Martha,10
Carlos,Erin,10
Carlos,Elizabeth,10
Carlos,Lisa,10
Carlos,Blanca,10
Carlos,Danielle,10
Carlos,Susan,9
Carlton,Susan,8
Carly,Jason,10
Carly,Ryan,10
Carly,Andrew,9
Carly,Christopher,9
Carly,Brian,8
Carly,Benjamin,8
Carly,Matthew,7
Carly,William,6
Carly,Michael,6
Carly,Kyle,6
Carly,John,6
Carly,David,6
Carly,Eric,6
Carmen,John,35
Carmen,Michael,34
Carmen,Robert,29
Carmen,David,24
Carmen,Richard,23
Carmen,James,22
Carmen,Mark,21
Carmen,William,16
Carmen,George,14
Carmen,Jose,13
Carmen,Paul,12
Carmen,Joseph,12
Carmen,Brian,11
Carmen,Gary,11
Carmen,Thomas,11
Carol,Robert,324
Carol,John,308
Carol,James,276
Carol,Michael,271
Carol,David,269
Carol,Richard,216
Carol,William,199
Carol,Thomas,117
Carol,Steven,108
Carol,Donald,107
Carol,Mark,104
Carol,Ronald,96
Carol,Gary,95
Carol,Daniel,95
Carol,Charles,94
Carole,Robert,50
Carole,Michael,42
Carole,James,35
Carole,David,31
Carole,Richard,31
Carole,William,30
Carole,John,29
Carole,Paul,19
Carole,Steven,14
Carole,Gary,13
Carole,Thomas,13
Carole,Larry,11
Carole,Daniel,11
Carole,Bruce,10
Carole,Scott,10
Carolina,James,8
Carolina,Jose,6
Carolina,Michael,6
Carolina,Juan,6
Carolina,Francisco,6
Caroline,Robert,51
Caroline,Michael,45
Caroline,David,43
Caroline,James,32
Caroline,William,22
Caroline,Daniel,22
Caroline,Mark,21
Caroline,John,20
Caroline,Peter,17
Caroline,Brian,16
Caroline,Richard,16
Caroline,Kenneth,16
Caroline,Eric,15
Caroline,Jeffrey,14
Caroline,Andrew,14
Carolyn,Robert,160
Carolyn,John,159
Carolyn,James,117
Carolyn,Michael,106
Carolyn,David,101
Carolyn,William,95
Carolyn,Richard,78
Carolyn,Thomas,66
Carolyn,Mark,65
Carolyn,Steven,51
Carolyn,Charles,44
Carolyn,Donald,44
Carolyn,Kenneth,43
Carolyn,Paul,42
Carolyn,Daniel,37
Caron,Jeffrey,7
Carri,Michael,11
Carrie,Michael,112
Carrie,David,90
Carrie,James,58
Carrie,Robert,56
Carrie,John,53
Carrie,William,44
Carrie,Matthew,43
Carrie,Mark,41
Carrie,Jeffrey,38
Carrie,Brian,37
Carrie,Christopher,37
Carrie,Steven,35
Carrie,Daniel,34
Carrie,Scott,32
Carrie,Joseph,31
Cary,Jennifer,16
Cary,David,8
Cary,Nancy,8
Cary,Rebecca,8
Cary,Laura,7
Cary,Mary,7
Caryl,James,7
Caryl,John,6
Caryl,William,6
Caryn,Michael,11
Caryn,Eric,6
Caryn,John,6
Caryn,Brian,6
Casey,Jennifer,20
Casey,Sarah,16
Casey,Jessica,14
Casey,Christopher,14
Casey,Kimberly,14
Casey,Michelle,12
Casey,John,11
Casey,Shannon,11
Casey,Christina,10
Casey,Michael,10
Casey,Lisa,10
Casey,Erin,10
Casey,Elizabeth,10
Casey,Julia,10
Casey,Tiffany,10
Cassandra,Michael,30
Cassandra,James,28
Cassandra,William,22
Cassandra,John,21
Cassandra,David,17
Cassandra,Christopher,16
Cassandra,Scott,14
Cassandra,Matthew,14
Cassandra,Robert,13
Cassandra,Anthony,13
Cassandra,Timothy,13
Cassandra,Mark,12
Cassandra,Kevin,11
Cassandra,Richard,11
Cassandra,Brian,11
Catalina,Jose,6
Catherine,Michael,206
Catherine,John,184
Catherine,Robert,183
Catherine,David,182
Catherine,James,156
Catherine,William,154
Catherine,Richard,98
Catherine,Thomas,76
Catherine,Mark,71
Catherine,Daniel,71
Catherine,Steven,70
Catherine,Brian,63
Catherine,Christopher,62
Catherine,Timothy,58
Catherine,Joseph,55
Cathie,Michael,6
Cathleen,Michael,17
Cathleen,James,16
Cathleen,Robert,16
Cathleen,John,15
Cathleen,David,12
Cathleen,Thomas,11
Cathleen,William,10
Cathleen,Steven,9
Cathleen,Kevin,9
Cathleen,Charles,9
Cathleen,Christopher,8
Cathleen,Mark,7
Cathleen,Richard,6
Cathleen,Paul,6
Cathleen,Alan,6
Cathryn,James,10
Cathryn,Douglas,9
Cathryn,Scott,7
Cathryn,David,7
Cathryn,Gregory,7
Cathryn,Richard,7
Cathryn,John,6
Cathy,John,53
Cathy,David,45
Cathy,Michael,41
Cathy,James,36
Cathy,Robert,33
Cathy,Thomas,28
Cathy,William,25
Cathy,Ronald,24
Cathy,Brian,22
Cathy,Richard,20
Cathy,Bruce,18
Cathy,Charles,18
Cathy,Stephen,18
Cathy,Scott,17
Cathy,Christopher,17
Cecelia,John,10
Cecelia,Richard,9
Cecelia,James,8
Cecelia,Patrick,6
Cecelia,Robert,6
Cecil,Linda,8
Cecil,Pamela,8
Cecil,Kimberly,6
Cecile,John,8
Cecilia,Robert,24
Cecilia,John,22
Cecilia,David,16
Cecilia,Richard,13
Cecilia,Thomas,13
Cecilia,Paul,9
Cecilia,Juan,8
Cecilia,Michael,8
Cecilia,Steven,7
Cecilia,Victor,7
Cecilia,James,7
Cecilia,Eric,7
Cecilia,Kenneth,6
Cecilia,Gary,6
Cecilia,William,6
Cecily,Richard,7
Celeste,Robert,15
Celeste,James,15
Celeste,Michael,14
Celeste,David,11
Celeste,John,8
Celeste,Donald,8
Celeste,Stephen,7
Celeste,Ronald,7
Celeste,Daniel,7
Celeste,Jason,6
Celia,David,10
Celia,James,8
Celia,John,7
Celia,Steven,7
Celia,Ronald,7
Celia,Daniel,7
Celia,Stephen,6
Celia,Richard,6
Celia,Joseph,6
Cesar,Maria,25
Cesar,Claudia,6
Chad,Jennifer,67
Chad,Sarah,29
Chad,Kimberly,28
Chad,Angela,24
Chad,Nicole,24
Chad,Melissa,23
Chad,Heather,23
Chad,Jessica,23
Chad,Lisa,22
Chad,Michelle,21
Chad,Julie,20
Chad,Stephanie,19
Chad,Elizabeth,18
Chad,Erin,18
Chad,Megan,17
Chae,Jung,6
Chandra,Michael,7
Chandra,Robert,6
Chandra,Daniel,6
Chandra,Peter,6
Chantal,Michael,7
Charito,Alfred,7
Charity,Matthew,10
Charity,Ryan,8
Charity,John,7
Charity,David,6
Charity,James,6
Charla,Jeffrey,6
Charleen,Robert,6
Charlene,Michael,45
Charlene,James,44
Charlene,Richard,35
Charlene,John,34
Charlene,Robert,33
Charlene,David,25
Charlene,Mark,24
Charlene,Thomas,19
Charlene,Steven,19
Charlene,Jeffrey,19
Charlene,Stephen,18
Charlene,William,18
Charlene,Gary,18
Charlene,Timothy,14
Charlene,Dennis,13
Charles,Mary,241
Charles,Linda,182
Charles,Susan,180
Charles,Patricia,168
Charles,Barbara,161
Charles,Karen,143
Charles,Jennifer,119
Charles,Sandra,117
Charles,Sharon,110
Charles,Kathleen,106
Charles,Lisa,105
Charles,Nancy,102
Charles,Carol,94
Charles,Debra,91
Charles,Elizabeth,90
Charlotte,John,63
Charlotte,Robert,54
Charlotte,James,45
Charlotte,David,36
Charlotte,William,34
Charlotte,Richard,33
Charlotte,Michael,33
Charlotte,Paul,21
Charlotte,Kenneth,20
Charlotte,Thomas,19
Charlotte,Donald,19
Charlotte,Gary,19
Charlotte,Joseph,16
Charlotte,Steven,14
Charlotte,Ronald,13
Charmaine,David,7
Charmaine,William,6
Chase,Lisa,6
Chau,James,7
Chau,Thuy,6
Chau,Tuan,6
Chelsea,Christopher,23
Chelsea,Matthew,20
Chelsea,Andrew,18
Chelsea,Michael,17
Chelsea,Gary,12
Chelsea,Nicholas,10
Chelsea,Ryan,10
Chelsea,Daniel,10
Chelsea,William,8
Chelsea,Scott,8
Chelsea,Travis,8
Chelsea,James,8
Chelsea,Brian,8
Chelsea,Benjamin,8
Chelsea,David,8
Chelsey,David,6
Chelsey,Daniel,6
Chen,Yi,9
Cheri,David,42
Cheri,Michael,27
Cheri,John,23
Cheri,James,23
Cheri,Robert,21
Cheri,Timothy,17
Cheri,Scott,15
Cheri,Steven,14
Cheri,Richard,14
Cheri,Ronald,14
Cheri,Thomas,13
Cheri,William,13
Cheri,Christopher,12
Cheri,Dennis,12
Cheri,Kevin,12
Cherie,Michael,25
Cherie,John,23
Cherie,Matthew,13
Cherie,Robert,13
Cherie,Steven,12
Cherie,William,10
Cherie,Brian,10
Cherie,Daniel,9
Cherie,Stephen,9
Cherie,Jeffrey,8
Cherie,James,8
Cherie,George,8
Cherie,David,8
Cherie,Richard,7
Cherie,Joseph,7
Cherilyn,Michael,6
Cherry,John,7
Cheryl,Michael,279
Cheryl,David,243
Cheryl,Robert,205
Cheryl,John,191
Cheryl,James,183
Cheryl,Richard,149
Cheryl,William,139
Cheryl,Mark,117
Cheryl,Thomas,107
Cheryl,Steven,96
Cheryl,Daniel,76
Cheryl,Jeffrey,72
Cheryl,Paul,65
Cheryl,Kenneth,64
Cheryl,Ronald,60
Chester,Barbara,9
Chester,Susan,8
Chester,Nancy,7
Chester,Cynthia,6
Chester,Elizabeth,6
Chi,Mei,13
Chi,Wai,7
Chi,Minh,6
Chia,Michael,6
Chih,Pei,6
Chloe,Peter,6
Chloe,David,6
Chris,Jennifer,29
Chris,Susan,28
Chris,Karen,18
Chris,Patricia,17
Chris,Angela,16
Chris,Linda,15
Chris,Mary,14
Chris,Cynthia,13
Chris,Lisa,13
Chris,Wendy,12
Chris,Elizabeth,11
Chris,Pamela,11
Chris,Barbara,11
Chris,Sandra,10
Chris,Melissa,10
Christa,Jonathan,10
Christa,John,10
Christa,Michael,9
Christa,Scott,9
Christa,Mark,8
Christa,David,8
Christa,Paul,7
Christa,Timothy,6
Christa,Todd,6
Christa,William,6
Christa,Brian,6
Christa,Douglas,6
Christa,Gerald,6
Christa,Gregory,6
Christal,David,7
Christi,Michael,15
Christi,William,9
Christi,Robert,8
Christi,Bryan,6
Christi,Mark,6
Christi,Matthew,6
Christi,David,6
Christi,Jason,6
Christi,John,6
Christian,Jennifer,30
Christian,Maria,22
Christian,Susan,17
Christian,Amy,14
Christian,Elizabeth,14
Christian,Lisa,14
Christian,Patricia,13
Christian,Amanda,13
Christian,Karen,13
Christian,Kristen,13
Christian,Kimberly,13
Christian,Laura,12
Christian,Mary,12
Christian,Megan,12
Christian,Erin,10
Christie,John,16
Christie,James,16
Christie,Daniel,13
Christie,Brian,12
Christie,Christopher,12
Christie,Scott,11
Christie,Thomas,11
Christie,Steven,11
Christie,Richard,11
Christie,Mark,10
Christie,David,10
Christie,Donald,9
Christie,Robert,9
Christie,Alan,7
Christie,Michael,7
Christina,Michael,146
Christina,David,108
Christina,James,103
Christina,John,96
Christina,Robert,92
Christina,Matthew,70
Christina,Christopher,69
Christina,Mark,68
Christina,William,65
Christina,Daniel,61
Christina,Jason,61
Christina,Scott,60
Christina,Steven,59
Christina,Jeffrey,56
Christina,Brian,54
Christine,Michael,280
Christine,Robert,239
Christine,John,228
Christine,David,215
Christine,James,171
Christine,William,143
Christine,Thomas,122
Christine,Richard,117
Christine,Steven,110
Christine,Christopher,101
Christine,Daniel,95
Christine,Mark,93
Christine,Brian,90
Christine,Jeffrey,89
Christine,Gary,88
Christopher,Jennifer,375
Christopher,Sarah,165
Christopher,Lisa,164
Christopher,Mary,162
Christopher,Elizabeth,160
Christopher,Michelle,155
Christopher,Amy,149
Christopher,Jessica,146
Christopher,Laura,140
Christopher,Susan,134
Christopher,Kimberly,127
Christopher,Stephanie,114
Christopher,Heather,113
Christopher,Erin,109
Christopher,Julie,109
Christy,Michael,41
Christy,David,24
Christy,James,23
Christy,Paul,21
Christy,John,21
Christy,William,18
Christy,Eric,18
Christy,Daniel,18
Christy,Robert,17
Christy,Christopher,12
Christy,Steven,12
Christy,Ronald,12
Christy,Jeffrey,11
Christy,Mark,11
Christy,Jonathan,9
Chrystal,James,6
Chun,David,6
Cindy,David,96
Cindy,Michael,96
Cindy,Robert,74
Cindy,John,73
Cindy,James,72
Cindy,Daniel,51
Cindy,Steven,48
Cindy,Richard,48
Cindy,Mark,43
Cindy,Thomas,40
Cindy,William,39
Cindy,Gary,36
Cindy,Scott,33
Cindy,Jeffrey,32
Cindy,Charles,31
Cinthia,Juan,7
Claire,John,33
Claire,David,30
Claire,Michael,23
Claire,Robert,19
Claire,James,17
Claire,Peter,16
Claire,Thomas,16
Claire,Mark,15
Claire,Daniel,14
Claire,Brian,14
Claire,Matthew,14
Claire,Dennis,13
Claire,Andrew,13
Claire,Ryan,12
Claire,Christopher,12
Clara,John,16
Clara,David,14
Clara,Richard,12
Clara,Robert,11
Clara,James,10
Clara,Michael,9
Clara,William,7
Clara,Paul,7
Clara,Howard,6
Clara,Charles,6
Clare,John,15
Clare,Michael,11
Clare,Christopher,7
Clare,William,7
Clarence,Barbara,17
Clarence,Linda,14
Clarence,Patricia,12
Clarence,Mary,11
Clarence,Shirley,10
Clarence,Cynthia,8
Clarence,Margaret,8
Clarence,Sandra,8
Clarence,Sharon,7
Clarence,Donna,7
Clarence,Deborah,7
Clarence,Carol,7
Clarence,Lisa,7
Clarence,Alice,6
Clarence,Lori,6
Clarice,David,9
Clarissa,David,10
Clarissa,Michael,7
Clarissa,William,6
Clarissa,John,6
Clark,Mary,9
Clark,Linda,9
Clark,Barbara,8
Clark,Carol,8
Clark,Patricia,8
Clark,Kathleen,7
Clark,Cynthia,7
Clark,Julie,6
Clark,Joanne,6
Claude,Linda,8
Claude,Cheryl,7
Claude,Mary,6
Claudette,Robert,6
Claudia,Michael,59
Claudia,David,52
Claudia,Robert,52
Claudia,John,44
Claudia,James,40
Claudia,Richard,38
Claudia,William,32
Claudia,Jose,31
Claudia,Thomas,26
Claudia,Daniel,25
Claudia,Charles,19
Claudia,Gary,18
Claudia,Paul,17
Claudia,Christopher,17
Claudia,George,17
Clay,Jennifer,7
Clay,Patricia,7
Clayton,Mary,10
Clayton,Diane,8
Clayton,April,6
Clayton,Christine,6
Clayton,Kathleen,6
Clayton,Julie,6
Clayton,Linda,6
Clayton,Jessica,6
Clayton,Shannon,6
Cliff,Mary,6
Clifford,Mary,27
Clifford,Susan,23
Clifford,Karen,17
Clifford,Sandra,17
Clifford,Linda,17
Clifford,Nancy,17
Clifford,Jennifer,13
Clifford,Sharon,13
Clifford,Patricia,13
Clifford,Deborah,13
Clifford,Carol,13
Clifford,Cynthia,12
Clifford,Donna,12
Clifford,Lisa,12
Clifford,Barbara,11
Clifton,Linda,14
Clifton,Patricia,9
Clifton,Betty,7
Clifton,Mary,7
Clifton,Susan,6
Clinton,Mary,15
Clinton,Jennifer,12
Clinton,Christine,9
Clinton,Heather,8
Clinton,Susan,8
Clinton,Jessica,8
Clinton,Lisa,8
Clinton,Linda,8
Clinton,Barbara,7
Clinton,Deborah,7
Clinton,Kimberly,7
Clinton,Rebecca,6
Clinton,Michele,6
Clinton,Erin,6
Clinton,Elizabeth,6
Clyde,Patricia,15
Clyde,Linda,15
Clyde,Nancy,10
Clyde,Katherine,9
Clyde,Susan,9
Clyde,Mary,7
Clyde,Kathleen,7
Clyde,Betty,7
Clyde,Barbara,7
Clyde,Judith,6
Clyde,Joyce,6
Clyde,Deborah,6
Clyde,Janet,6
Clyde,Brenda,6
Cody,Heather,13
Cody,Sarah,12
Cody,Jennifer,10
Cody,Amber,8
Cody,Jessica,7
Cody,Laura,6
Cody,Erin,6
Cody,Alicia,6
Cody,Brittany,6
Cody,Rachel,6
Cole,Megan,6
Coleen,Robert,11
Coleen,James,9
Coleen,David,7
Coleen,Timothy,6
Colette,Robert,14
Colette,John,13
Colette,David,10
Colette,Michael,8
Colette,Mark,8
Colette,James,6
Colette,Ronald,6
Colin,Jennifer,25
Colin,Sarah,18
Colin,Mary,12
Colin,Elizabeth,12
Colin,Kimberly,11
Colin,Heather,10
Colin,Megan,10
Colin,Dawn,9
Colin,Linda,7
Colin,Susan,7
Colin,Michelle,7
Colin,Kathleen,6
Colin,Jessica,6
Colin,Christine,6
Colin,Andrea,6
Colleen,John,121
Colleen,Michael,110
Colleen,David,79
Colleen,James,78
Colleen,Robert,77
Colleen,Richard,57
Colleen,William,49
Colleen,Steven,46
Colleen,Thomas,42
Colleen,Mark,40
Colleen,Christopher,40
Colleen,Scott,39
Colleen,Charles,37
Colleen,Daniel,33
Colleen,Paul,32
Concepcion,Michael,6
Connie,James,93
Connie,Michael,89
Connie,Robert,80
Connie,David,70
Connie,John,68
Connie,Steven,64
Connie,Richard,51
Connie,William,48
Connie,Paul,47
Connie,Mark,37
Connie,Thomas,37
Connie,Ronald,30
Connie,Joseph,24
Connie,Jeffrey,21
Connie,Gary,21
Conrad,Patricia,7
Conrad,Mary,7
Constance,James,49
Constance,Robert,46
Constance,John,44
Constance,Michael,44
